stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
6,20006,AIRPARK RD & ORBIT DR,,39.171065,-77.157423,,,,
8,20008,AIRPARK RD & WOODFIELD RD,,39.169734,-77.155316,,,,
10,20010,AIRPARK RD & WOODFIELD RD,,39.168721,-77.153572,,,,
12,20012,AIRPARK RD & MUNCASTER MILL RD,,39.149141,-77.146686,,,,
14,20014,AIRPARK RD & MUNCASTER MILL RD,,39.148931,-77.146369,,,,
16,20016,AIRPARK RD & WOODFIELD RD,,39.169899,-77.155258,,,,
18,20018,AIRPARK RD & ORBIT DR,,39.171301,-77.158023,,,,
20,20020,AIRPARK RD & CESSNA AVE,,39.170414,-77.159958,,,,
22,20022,AMHERST AVE & UNIVERSITY BLVD,,39.040575,-77.048348,,,,
26,20026,AMHERST AVE & BLUERIDGE AVE,,39.043213,-77.047821,,,,
28,20028,AMHERST AVE & ELKINS ST,,39.044731,-77.047852,,,,
30,20030,AMHERST AVE & ARCOLA AVE,,39.046961,-77.048459,,,,
32,20032,AMHERST AVE & ARCOLA AVE,,39.046696,-77.048582,,,,
34,20034,AMHERST AVE & ELKINS ST,,39.045125,-77.048134,,,,
36,20036,AMHERST AVE & BLUERIDGE AVE,,39.043488,-77.047943,,,,
38,20038,AMHERST AVE & UNIVERSITY BLVD,,39.04046,-77.048617,,,,
40,20040,APPLE RIDGE RD & DARLINGTON DR,,39.184983,-77.209167,,,,
42,20042,APPLE RIDGE RD & DELLCASTLE RD,,39.185069,-77.206938,,,,
44,20044,APPLE RIDGE RD & SHADOW OAK DR,,39.185814,-77.202415,,,,
46,20046,APPLE RIDGE RD & MONTGOMERY VILLAGE AVE,,39.187043,-77.199177,,,,
48,20048,APPLE RIDGE RD & SHADOW OAK DR,,39.186006,-77.202393,,,,
50,20050,APPLE RIDGE RD & DELLCASTLE RD,,39.185157,-77.206776,,,,
52,20052,APPLE RIDGE RD & DARLINGTON DR,,39.185138,-77.209182,,,,
54,20054,ARCOLA AVE & GALT AVE,,39.047638,-77.055122,,,,
56,20056,ARCOLA AVE & GRANDVIEW AVE,,39.047104,-77.053017,,,,
58,20058,ARCOLA AVE & NAIRN RD,,39.047176,-77.04284,,,,
60,20060,ARCOLA AVE & CHANNING DR,,39.047229,-77.040684,,,,
62,20062,ARCOLA AVE & OREBAUGH AVE,,39.046986,-77.037025,,,,
64,20064,ARCOLA AVE & KEMP MILL RD,,39.04604,-77.032433,,,,
66,20066,ARCOLA AVE & KERSEY RD,,39.043701,-77.030746,,,,
68,20068,ARCOLA AVE & LAMBERTON DR,,39.041428,-77.02935,,,,
70,20070,ARCOLA AVE & KENBROOK DR,,39.039234,-77.027901,,,,
72,20072,ARCOLA AVE & HOYT ST,,39.037571,-77.026772,,,,
74,20074,ARCOLA AVE & UNIVERSITY BLVD,,39.036572,-77.025915,,,,
76,20076,ARCOLA AVE & HOYT ST,,39.036803,-77.02586,,,,
78,20078,ARCOLA AVE & HOYT ST,,39.037799,-77.026747,,,,
80,20080,ARCOLA AVE & KENBROOK DR,,39.039055,-77.027603,,,,
82,20082,ARCOLA AVE & LAMBERTON DR,,39.04097,-77.028839,,,,
84,20084,ARCOLA AVE & KERSEY RD,,39.043537,-77.030464,,,,
86,20086,ARCOLA AVE & KEMP MILL RD,,39.04622,-77.032484,,,,
88,20088,ARCOLA AVE & OREBAUGH AVE,,39.047104,-77.037071,,,,
90,20090,ARCOLA AVE & CHANNING DR,,39.047328,-77.04078,,,,
92,20092,ARCOLA AVE & NAIRN RD,,39.047295,-77.04277,,,,
96,20096,ARCOLA AVE & GALT AVE,,39.047611,-77.054726,,,,
98,20098,ARCOLA AVE & PARKER AVE,,39.04879,-77.056938,,,,
99,20099,KEMP MILL KNOLL DVWY & UNIVERSITY BLVD,,39.037148,-77.028193,,,,
100,20100,UNIVERSITY BLV W & @1135 (ARCOLA TOWERS),,39.039045,-77.030487,,,,
101,20101,KEMP MILL KNOLL DVWY & UNIVERSITY BLVD,,39.037211,-77.028089,,,,
102,20102,ARDENNES AVE & HALPINE RD,,39.064902,-77.117985,,,,
104,20104,ARDENNES AVE & VANDEGRIFT AVE,,39.066563,-77.118301,,,,
106,20106,ARDENNES AVE & WAINWRIGHT AVE,,39.069144,-77.118481,,,,
108,20108,ARDENNES AVE & LEMAY RD,,39.07056,-77.119469,,,,
110,20110,ARDENNES AVE & CRAWFORD DR,,39.071923,-77.119956,,,,
112,20112,ARDENNES AVE & ST LO AVE,,39.074673,-77.12026,,,,
114,20114,ARDENNES AVE & CORAL SEA AVE,,39.073303,-77.120229,,,,
116,20116,ARDENNES AVE & CRAWFORD DR,,39.072357,-77.120087,,,,
118,20118,ARDENNES AVE & LEMAY RD,,39.070734,-77.119733,,,,
120,20120,ARDENNES AVE & WAINWRIGHT AVE,,39.069466,-77.118683,,,,
122,20122,ARDENNES AVE & VANDEGRIFT AVE,,39.066824,-77.118436,,,,
124,20124,ARDENNES AVE & HALPINE RD,,39.064858,-77.118163,,,,
126,20126,ARLINGTON RD & KENWOOD FOREST LA,,38.975948,-77.099761,,,,
128,20128,ARLINGTON RD & BRADLEY BLVD,,38.978371,-77.098646,,,,
132,20132,ARLINGTON RD & ELM ST,,38.981873,-77.098351,,,,
134,20134,ARLINGTON RD & MONTGOMERY LA,,38.983597,-77.09848,,,,
136,20136,ARLINGTON RD & MONTGOMERY LA,,38.983431,-77.098668,,,,
138,20138,ARLINGTON RD & ELM ST,,38.982197,-77.098583,,,,
140,20140,ARLINGTON RD & BETHESDA AVE,,38.981041,-77.098526,,,,
142,20142,ARLINGTON RD & BRADLEY BLVD,,38.978575,-77.09882,,,,
144,20144,ARMORY AVE & KNOWLES AVE,,39.026798,-77.075066,,,,
146,20146,ARROWHEAD RD & QUILL PL,,39.18639,-77.195198,,,,
148,20148,ARROWHEAD RD & MONTGOMERY VILLAGE AVE,,39.187488,-77.196617,,,,
150,20150,ARROWHEAD RD & BRIAR GLEN WAY,,39.186657,-77.19577,,,,
152,20152,ASPEN HILL RD & ADRIAN ST,,39.06986,-77.104034,,,,
154,20154,ASPEN HILL RD & MARGOT DR,,39.070911,-77.102104,,,,
156,20156,ASPEN HILL RD & ARCTIC AVE,,39.071332,-77.098535,,,,
158,20158,ASPEN HILL RD & EADES ST,,39.073892,-77.094966,,,,
160,20160,ASPEN HILL RD & IRIS PL,,39.075489,-77.093437,,,,
162,20162,ASPEN HILL RD & JUSTICE RD,,39.077717,-77.091343,,,,
164,20164,ASPEN HILL RD & MARIANNA DR,,39.078986,-77.089672,,,,
166,20166,ASPEN HILL RD & PARKLAND DR,,39.079093,-77.087613,,,,
168,20168,ASPEN HILL RD & GENOBLE DR,,39.079392,-77.084149,,,,
170,20170,ASPEN HILL RD & CONNECTICUT AVE,,39.080006,-77.082382,,,,
172,20172,ASPEN HILL RD & CONNECTICUT AVE,,39.080251,-77.08174,,,,
174,20174,ASPEN HILL RD & FRANKFORT DR,,39.079733,-77.083593,,,,
176,20176,ASPEN HILL RD & PARKLAND DR,,39.07921,-77.087521,,,,
178,20178,ASPEN HILL RD & KEMPER ST,,39.078518,-77.090759,,,,
180,20180,ASPEN HILL RD & IRIS PL,,39.075581,-77.09362,,,,
182,20182,ASPEN HILL RD & EADES ST,,39.073924,-77.095101,,,,
184,20184,ASPEN HILL RD & ARCTIC AVE,,39.07145,-77.098603,,,,
186,20186,ASPEN HILL RD & BALTIC AVE,,39.071105,-77.101757,,,,
188,20188,ASPEN HILL RD & ADRIAN ST,,39.06982,-77.104332,,,,
190,20190,AVENEL RD & STATESIDE DR,,39.010231,-76.980218,,,,
192,20192,AVENEL RD & HAMPSHIRE WEST CT,,39.007878,-76.980592,,,,
194,20194,AZALEA DR & @747,,39.095715,-77.175049,,,,
195,20195,CARNATION DR & WOODLEY DR,,39.099945,-77.176827,,,,
196,20196,AZALEA DR & @748,,39.095534,-77.175248,,,,
198,20198,BALTIMORE RD & GRANDIN AVE,,39.083337,-77.142163,,,,
200,20200,BALTIMORE RD & HORNERS LA,,39.084332,-77.139412,,,,
202,20202,BALTIMORE RD & TAYLOR AVE,,39.084634,-77.138113,,,,
204,20204,BALTIMORE RD & DENHAM RD,,39.0844,-77.134824,,,,
206,20206,BALTIMORE RD & WOODBURN RD,,39.084109,-77.133164,,,,
208,20208,BALTIMORE RD & EDMONSTON DR,,39.083805,-77.13062,,,,
210,20210,BALTIMORE RD & GLADSTONE DR,,39.084073,-77.12789,,,,
212,20212,BALTIMORE RD & BROADWOOD DR,,39.083406,-77.120238,,,,
214,20214,BALTIMORE RD & COVE LN,,39.084103,-77.119156,,,,
216,20216,BALTIMORE RD & COVE LA,,39.084427,-77.118858,,,,
218,20218,BALTIMORE RD & BROADWOOD DR,,39.083699,-77.119961,,,,
220,20220,BALTIMORE RD & AVERY RD,,39.084324,-77.127448,,,,
222,20222,BALTIMORE RD & EDMONSTON DR,,39.083909,-77.130658,,,,
224,20224,BALTIMORE RD & WOODBURN RD,,39.084175,-77.133103,,,,
226,20226,BALTIMORE RD & FIRST ST,,39.084548,-77.135352,,,,
228,20228,BALTIMORE RD & TAYLOR AVE,,39.084657,-77.137624,,,,
230,20230,BALTIMORE RD & HORNERS LA,,39.084547,-77.139329,,,,
232,20232,BALTIMORE RD & GRANDIN AVE,,39.083671,-77.141743,,,,
234,20234,BATTERY LA & OLD GEORGETOWN RD,,38.991002,-77.103036,,,,
236,20236,BATTERY LA & KEYSTONE AVE,,38.992148,-77.102096,,,,
238,20238,BATTERY LA & @4998,,38.992374,-77.09996,,,,
240,20240,BATTERY LA & @4890,,38.992512,-77.098572,,,,
242,20242,BATTERY LA & @4890,,38.992651,-77.098516,,,,
244,20244,BATTERY LA & @4977,,38.992402,-77.101103,,,,
246,20246,BATTERY LA & KEYSTONE AVE,,38.991718,-77.102683,,,,
248,20248,BEACH DR & WOODBINE ST,,38.987499,-77.063118,,,,
250,20250,BEACH DR & EAST WEST HWY,,38.992347,-77.06352,,,,
252,20252,BEACH DR & WOODBINE ST,,38.987419,-77.063226,,,,
254,20254,BEDFORDSHIRE AVE & WILDEN LA,,39.041439,-77.204041,,,,
256,20256,BEDFORDSHIRE AVE & COLEBROOK AVE,,39.04536,-77.205014,,,,
260,20260,BEDFORDSHIRE AVE & BARSTOW CT,,39.045973,-77.204283,,,,
262,20262,BEDFORDSHIRE AVE & COLEBROOK AVE,,39.045066,-77.205335,,,,
264,20264,BEDFORDSHIRE AVE & WILDEN LA,,39.04142,-77.204185,,,,
266,20266,BEECH AVE & EDGELEY RD,,39.010281,-77.114334,,,,
268,20268,BEECH AVE & FOREST RD,,39.011102,-77.112603,,,,
270,20270,BEECH AVE & PAGE AVE,,39.011894,-77.110724,,,,
272,20272,BEECH AVE & LINDEN AVE,,39.01202,-77.108566,,,,
274,20274,BEECH AVE & PAGE AVE,,39.011828,-77.11108,,,,
276,20276,BEECH AVE & FOREST RD,,39.01116,-77.112721,,,,
278,20278,BEECH AVE & OLD GEORGETOWN RD,,39.010511,-77.114076,,,,
280,20280,BEL PRE RD & GRAND PRE RD,,39.093631,-77.075818,,,,
282,20282,BEL PRE RD & DUNSINANE DR,,39.09301,-77.073143,,,,
284,20284,BEL PRE RD & PEARTREE LN,,39.091315,-77.0688,,,,
286,20286,BEL PRE RD & WEEPING WILLOW DR,,39.091286,-77.066139,,,,
288,20288,BEL PRE RD & LAYHILL RD,,39.090645,-77.045859,,,,
290,20290,BEL PRE RD & PLAZA DEL MERCADO,,39.09061,-77.048256,,,,
292,20292,BEL PRE RD & NORTH GATE DR,,39.090537,-77.050925,,,,
294,20294,BEL PRE RD & RIPPLING BROOK DR,,39.090482,-77.053222,,,,
296,20296,BEL PRE RD & HOMECREST RD,,39.09148,-77.063255,,,,
298,20298,BEL PRE RD & WEEPING WILLOW DR,,39.091465,-77.065895,,,,
300,20300,BETHESDA STATION & BAY A,,38.984762,-77.095447,,,,
306,20306,BETHESDA STATION & BAY D,,38.984797,-77.095451,,,,
308,20308,BETHESDA STATION & BAY E,,38.984798,-77.095367,,,,
312,20312,BLAIR MILL RD & EASTERN AVE,,38.989984,-77.033138,,,,
314,20314,BLAIR MILL RD & EASTERN DR,,38.990093,-77.030846,,,,
316,20316,BLAIR MILL RD & EAST WEST HWY,,38.989979,-77.029739,,,,
320,20320,BLAIR MILL RD & @1401,BLAIR MILL RD & #1401,38.990151,-77.031358,,,,
322,20322,BOILING BROOK PKW & PARKLAWN DR,,39.048124,-77.100789,,,,
324,20324,BOILING BROOK PKW & ROCKINGHORSE RD,,39.047237,-77.098381,,,,
326,20326,BOILING BROOK PKW & ROCKINGHORSE RD,,39.047569,-77.098022,,,,
328,20328,BOILING BROOK PKW & HUNTERS LA,,39.048224,-77.100112,,,,
330,20330,BONIFANT RD & LAYHILL RD,,39.090614,-77.044326,,,,
332,20332,BONIFANT RD & ALDERTON RD,,39.09342,-77.0359,,,,
334,20334,BONIFANT RD & CARONA DR,,39.094257,-77.027161,,,,
336,20336,BONIFANT RD & PEBBLESTONE DR,,39.094147,-77.022789,,,,
338,20338,BONIFANT RD & PEBBLESTONE DR,,39.093206,-77.018273,,,,
340,20340,BONIFANT RD & NOTLEY RD,,39.092866,-77.015542,,,,
342,20342,BONIFANT RD & SANDY RIDGE RD,,39.092964,-77.012549,,,,
344,20344,BONIFANT RD & MARINE DR,,39.092981,-77.009436,,,,
346,20346,BONIFANT RD & OLD BONIFANT RD,,39.094261,-77.005173,,,,
348,20348,BONIFANT RD & NEW HAMPSHIRE AVE,,39.095826,-77.002678,,,,
350,20350,BONIFANT RD & OLD BONIFANT RD,,39.094208,-77.005463,,,,
352,20352,BONIFANT RD & MARINE DR,,39.093126,-77.009384,,,,
354,20354,BONIFANT RD & SANDY RIDGE RD,,39.093049,-77.013536,,,,
356,20356,BONIFANT RD & NOTLEY RD,,39.093062,-77.015623,,,,
358,20358,BONIFANT RD & PEBBLESTONE DR,,39.093666,-77.018936,,,,
360,20360,BONIFANT RD & PEBBLESTONE DR,,39.094268,-77.022903,,,,
362,20362,BONIFANT RD & CARONA DR,,39.094409,-77.027068,,,,
364,20364,BONIFANT RD & ALDERTON RD,,39.09367,-77.035347,,,,
366,20366,BONIFANT RD & ROSETREE CT,,39.091408,-77.042892,,,,
368,20368,BOWIE MILL RD & WILLOW HILL LA,,39.135291,-77.121037,,,,
370,20370,BOWIE MILL RD & WILLOW KNOLL DR,,39.138981,-77.119409,,,,
372,20372,BOWIE MILL RD & FRALEY FARM RD,,39.148499,-77.112656,,,,
374,20374,BOWIE MILL RD & OCTOBER CT,,39.150154,-77.106498,,,,
392,20392,BOWIE MILL RD & OCTOBER CT,,39.150288,-77.106384,,,,
394,20394,BOWIE MILL RD & FRALEY FARM RD,,39.148632,-77.112595,,,,
396,20396,BOWIE MILL RD & WILLOW KNOLL DR,,39.139027,-77.119606,,,,
398,20398,BOWIE MILL RD & WILLOW HILL LA,,39.135353,-77.121208,,,,
400,20400,BRADLEY BLV & RIVER RD,,39.002502,-77.180428,,,,
401,20401,BRADLEY BLV & WEEDIE BLOCK DR,,39.004044,-77.178369,,,,
402,20402,BRADLEY BLV & MERCY HOLLOW LA,,39.00693,-77.174077,,,,
406,20406,BRADLEY BLV & ALDERSHOT DR,,39.008629,-77.171219,,,,
408,20408,BRADLEY BLV & HOLLYOAK DR,,39.010406,-77.164474,,,,
410,20410,BRADLEY BLV & SEVEN LOCKS RD,,39.012051,-77.159538,,,,
412,20412,BRADLEY BLV & @7601,,39.011632,-77.155425,,,,
414,20414,BRADLEY BLV & @7501,,39.010068,-77.153569,,,,
416,20416,BRADLEY BLV & @7320,BRADLEY BLV & #7320,39.008244,-77.150215,,,,
418,20418,BRADLEY BLV & REDWOOD AVE,,39.00692,-77.148355,,,,
420,20420,BRADLEY BLV & OAK FOREST LA,,39.005149,-77.145612,,,,
423,20423,BRADLEY BLV & BURDETTE RD,,39.005225,-77.140233,,,,
424,20424,BRADLEY BLV & BURNING TREE RD,,39.003757,-77.137442,,,,
426,20426,BRADLEY BLV & FERNWOOD RD,,39.003216,-77.135048,,,,
428,20428,BRADLEY BLV & HILLMEAD RD,,39.001007,-77.132416,,,,
430,20430,BRADLEY BLV & HOWELL RD,,38.998168,-77.131178,,,,
432,20432,BRADLEY BLV & WOODHAVEN BLVD,,38.996475,-77.129125,,,,
434,20434,BRADLEY BLV & VALLEY RD,,38.995776,-77.126507,,,,
436,20436,BRADLEY BLV & @6115,BRADLEY BLV & #6115,38.994816,-77.124001,,,,
438,20438,BRADLEY BLV & SELVYN RD,,38.993721,-77.122415,,,,
440,20440,BRADLEY BLV & RAYBURN RD,,38.993149,-77.120728,,,,
442,20442,BRADLEY BLV & ABERDEEN RD,,38.991217,-77.117681,,,,
444,20444,BRADLEY BLV & ENGLISH CT,,38.988109,-77.115551,,,,
446,20446,BRADLEY BLV & WILSON LA,,38.986015,-77.115372,,,,
448,20448,BRADLEY BLV & OLD CHESTER RD,,38.984352,-77.114979,,,,
450,20450,BRADLEY BLV & DURBIN RD,,38.983387,-77.11443,,,,
452,20452,BRADLEY BLV & BEAM CT,,38.981709,-77.112991,,,,
454,20454,BRADLEY BLV & BRITE DR,,38.980604,-77.111789,,,,
456,20456,BRADLEY BLV & AUDUBON RD,,38.979536,-77.110654,,,,
458,20458,BRADLEY BLV & PEMBROKE RD,,38.978149,-77.109489,,,,
460,20460,BRADLEY BLV & GOLDSBORO RD,,38.977124,-77.107084,,,,
462,20462,BRADLEY BLV & GLENBROOK RD,,38.977044,-77.105201,,,,
464,20464,BRADLEY BLV & FAIRFAX RD,,38.97755,-77.10122,,,,
468,20468,BRADLEY BLV & FAIRFAX RD,,38.977907,-77.100557,,,,
470,20470,BRADLEY BLV & GLENBROOK RD,,38.977359,-77.104787,,,,
472,20472,BRADLEY BLV & GOLDSBORO RD,,38.977349,-77.106999,,,,
474,20474,BRADLEY BLV & PEMBROKE RD,,38.978233,-77.109337,,,,
476,20476,BRADLEY BLV & AUDUBON RD,,38.979488,-77.110433,,,,
478,20478,BRADLEY BLV & BRITE DR,,38.980771,-77.111792,,,,
480,20480,BRADLEY BLV & CORNISH RD,,38.981578,-77.11266,,,,
482,20482,BRADLEY BLV & DURBIN RD,,38.983353,-77.114265,,,,
484,20484,BRADLEY BLV & OLD CHESTER RD,,38.984245,-77.114761,,,,
486,20486,BRADLEY BLV & WILSON LA,,38.986005,-77.115269,,,,
488,20488,BRADLEY BLV & YORK LA,,38.989223,-77.116058,,,,
490,20490,BRADLEY BLV & ABERDEEN RD,,38.991266,-77.117601,,,,
492,20492,BRADLEY BLV & HUNTINGTON PKWY,,38.992682,-77.11837,,,,
494,20494,BRADLEY BLV & RAYBURN RD,,38.99329,-77.120369,,,,
496,20496,BRADLEY BLV & EWING DR,,38.994282,-77.122955,,,,
498,20498,BRADLEY BLV & @6115,,38.995006,-77.124159,,,,
500,20500,BRADLEY BLV & VALLEY RD,,38.995861,-77.126587,,,,
502,20502,BRADLEY BLV & WOODHAVEN BLVD,,38.99664,-77.129212,,,,
504,20504,BRADLEY BLV & FALLEN OAK  DR,,38.998131,-77.130966,,,,
506,20506,BRADLEY BLV & HILLMEAD RD,,39.001153,-77.1323,,,,
508,20508,BRADLEY BLV & FERNWOOD RD,,39.003254,-77.134784,,,,
510,20510,BRADLEY BLV & BURNING TREE RD,,39.003869,-77.137501,,,,
512,20512,BRADLEY BLV & BURDETTE RD,,39.005383,-77.14032,,,,
514,20514,BRADLEY BLV & OAK FOREST LA,,39.005205,-77.145366,,,,
516,20516,BRADLEY BLV & REDWOOD AVE,,39.006764,-77.147895,,,,
518,20518,BRADLEY BLV & @7327,,39.008236,-77.149803,,,,
520,20520,BRADLEY BLV & @7501,,39.010181,-77.153325,,,,
522,20522,BRADLEY BLV & @7601,,39.011795,-77.15543,,,,
523,20523,BRADLEY BLV & @7701,,39.012573,-77.156926,,,,
524,20524,BRADLEY BLV & SEVEN LOCKS RD,,39.012218,-77.159369,,,,
526,20526,BRADLEY BLV & RIVER RD,,39.001803,-77.181456,,,,
528,20528,BRADMOOR DR & ROOSEVELT ST,,38.99418,-77.119132,,,,
530,20530,BRADMOOR DR & MCKINLEY ST,,38.996118,-77.118958,,,,
532,20532,BRADMOOR DR & MADISON ST,,38.997723,-77.119362,,,,
534,20534,BRADMOOR DR & GREENTREE RD,,39.000805,-77.121193,,,,
536,20536,BRADMOOR DR & ROLSTON RD,,39.001835,-77.121155,,,,
538,20538,BRADMOOR DR & EWING DR,,39.003018,-77.123098,,,,
540,20540,BRADMOOR DR & LINDALE DR,,39.002035,-77.121563,,,,
542,20542,BRADMOOR DR & GREENTREE RD,,39.000793,-77.121292,,,,
544,20544,BRADMOOR DR & MADISON ST,,38.998013,-77.119926,,,,
546,20546,BRADMOOR DR & MCKINLEY ST,,38.996548,-77.119121,,,,
548,20548,BRADMOOR DR & ROOSEVELT ST,,38.994385,-77.119368,,,,
550,20550,BRADMOOR DR & BRADLEY BLVD,,38.993348,-77.119027,,,,
552,20552,BRIGGS CHANEY RD & HAROLD RD,,39.100221,-76.976936,,,,
554,20554,BRIGGS CHANEY RD & CLAUDE LN,,39.098915,-76.973442,,,,
556,20556,BRIGGS CHANEY RD & STURTEVANT RD,,39.097065,-76.971313,,,,
558,20558,BRIGGS CHANEY RD & PEACH ORCHARD RD,,39.095202,-76.969304,,,,
560,20560,BRIGGS CHANEY RD & CANTRELL RD,,39.093388,-76.968048,,,,
562,20562,BRIGGS CHANEY RD & CREST HILL LN,,39.091114,-76.966789,,,,
564,20564,BRIGGS CHANEY RD & NEES LN,,39.087295,-76.96121,,,,
566,20566,BRIGGS CHANEY RD & FAIRDALE RD,,39.086876,-76.958403,,,,
568,20568,BRIGGS CHANEY RD & OLD COLUMBIA PIKE,,39.084702,-76.951995,,,,
570,20570,BRIGGS CHANEY RD & AVONSHIRE LN,,39.083996,-76.950437,,,,
574,20574,BRIGGS CHANEY RD & CASTLE BLVD,,39.081494,-76.946487,,,,
576,20576,BRIGGS CHANEY RD & AVONSHIRE LN,,39.084132,-76.950097,,,,
578,20578,BRIGGS CHANEY RD & OLD COLUMBIA PK,,39.084702,-76.951775,,,,
580,20580,BRIGGS CHANEY RD & FAIRDALE RD,,39.087018,-76.958845,,,,
582,20582,BRIGGS CHANEY RD & NEES LN,,39.087281,-76.960616,,,,
584,20584,BRIGGS CHANEY RD & GREAT OAK LN,,39.090989,-76.96653,,,,
586,20586,BRIGGS CHANEY RD & CANTRELL RD,,39.092953,-76.967628,,,,
588,20588,BRIGGS CHANEY RD & PEACH ORCHARD RD,,39.095095,-76.969005,,,,
590,20590,BRIGGS CHANEY RD & STURTEVANT RD,,39.097063,-76.97114,,,,
594,20594,BRIGGS CHANEY RD & FIRESIDE DR,,39.100938,-76.978554,,,,
596,20596,BRIGGS CHANEY RD & GOOD HOPE RD,,39.101616,-76.980408,,,,
600,20600,BROAD ST & 61ST ST,,38.940552,-77.119217,,,,
602,20602,BROAD ST & 63RD ST,,38.942059,-77.120056,,,,
604,20604,BROAD ST & MARYLAND AVE,,38.944228,-77.121084,,,,
606,20606,BROAD GREEN DR & BEDFORDSHIRE AVE,,39.039615,-77.203629,,,,
608,20608,BROAD GREEN DR & BEDFORDSHIRE AVE,,39.039628,-77.203872,,,,
610,20610,BROADWOOD DR & LEWIS AVE,,39.0728,-77.131461,,,,
612,20612,BROADWOOD DR & HENRY RD,,39.073323,-77.128734,,,,
614,20614,BROADWOOD DR & CRAWFORD DR,,39.074836,-77.126609,,,,
616,20616,BROADWOOD DR & CORAL SEA AVE,,39.075535,-77.12558,,,,
618,20618,BROADWOOD DR & VEIRS MILL RD,,39.076931,-77.123779,,,,
620,20620,BROADWOOD DR & CORAL SEA DR,,39.075752,-77.125451,,,,
622,20622,BROADWOOD DR & CRAWFORD DR,,39.075161,-77.126297,,,,
624,20624,BROADWOOD DR & HENRY RD,,39.073347,-77.128881,,,,
626,20626,BROADWOOD DR & LEWIS AVE,,39.072876,-77.131607,,,,
628,20628,BROCK DR & DEVERE DR,,39.021534,-76.989777,,,,
632,20632,CRESTHAVEN DR & @1001,CRESTHAVEN DR & #1001,39.01952,-76.992371,,,,
634,20634,LYTTONVILLE OPERATIONS CNTR.,,38.998525,-77.057,,,,
636,20636,BROOKVILLE RD & BROOKVILLE RD,,38.998859,-77.055908,,,,
638,20638,BROOKVILLE RD & LYTTONSVILLE PL,,39.000231,-77.05483,,,,
640,20640,BROOKVILLE RD & LYTTONSVILLE PL,,39.000336,-77.054968,,,,
642,20642,BROOKVILLE RD & BROOKVILLE RD,,38.998825,-77.056297,,,,
644,20644,BROSCHART RD & MEDICAL CENTER DR,,39.098988,-77.201653,,,,
646,20646,BROSCHART RD & @14901,,39.099972,-77.201141,,,,
652,20652,BROSCHART RD & MEDICAL CENTER DR,,39.099144,-77.201872,,,,
654,20654,BRUNETT AVE & LYCOMING ST,,39.010898,-77.021681,,,,
656,20656,BRUNETT AVE & LORAIN AVE,,39.012646,-77.021713,,,,
658,20658,BRUNETT AVE & GRAYSON AVE,,39.015446,-77.021145,,,,
660,20660,BRUNETT AVE & FOREST GLEN RD,,39.01709,-77.021637,,,,
662,20662,BRUNETT AVE & GUILFORD ST,,39.015849,-77.021574,,,,
664,20664,BRUNETT AVE & LORAIN AVE,,39.012257,-77.021736,,,,
666,20666,BRUNETT AVE & LYCOMING ST,,39.010303,-77.021858,,,,
680,20680,BULLS RUN PKW & WILMETT RD,,39.00875,-77.126179,,,,
682,20682,BULLS RUN PKW & MELVERN DR,,39.01038,-77.125114,,,,
684,20684,BULLS RUN PKW & NOWELL DR,,39.011834,-77.123602,,,,
686,20686,BULLS RUN PKW & RYLAND DR,,39.013068,-77.122999,,,,
688,20688,BULLS RUN PKW & SINGLETON DR,,39.014234,-77.123154,,,,
690,20690,BULLS RUN PKW & BECK CT,,39.012734,-77.123428,,,,
692,20692,BULLS RUN PKW & NOWELL DR,,39.011826,-77.123962,,,,
694,20694,BULLS RUN PKW & MELVERN DR,,39.010731,-77.125069,,,,
696,20696,BULLS RUN PKW & WILMETT RD,,39.008783,-77.126392,,,,
702,20702,BURLINGTON AVE & RR BRIDGE,,38.987309,-77.026009,,,,
704,20704,BURLINGTON AVE & SELIM RD,,38.987772,-77.024465,,,,
706,20706,BURRIS RD & BROADWOOD DR,,39.076565,-77.123848,,,,
708,20708,CABIN JOHN PKW & LYNFIELD DR,,39.074991,-77.151413,,,,
710,20710,CABIN JOHN PKW & MONROE ST,,39.075511,-77.152757,,,,
712,20712,CABIN JOHN PKW & LYNFIELD DR,,39.074861,-77.151411,,,,
714,20714,CABIN JOHN PKW & EDMONSTON DR,,39.07262,-77.15097,,,,
716,20716,CAPITOL VIEW AVE & MEREDITH AVE,,39.023045,-77.066185,,,,
718,20718,CAPITOL VIEW AVE & @10225,,39.023229,-77.064946,,,,
720,20720,CAPITOL VIEW AVE & VIRGINIA AVE,,39.02248,-77.062425,,,,
722,20722,CAPITOL VIEW AVE & PRATT PL,,39.020523,-77.060844,,,,
724,20724,CAPITOL VIEW AVE & LEAFY AVE,,39.018494,-77.059067,,,,
728,20728,CAPITOL VIEW AVE & BEECHBANK RD,,39.016133,-77.057762,,,,
730,20730,CAPITOL VIEW AVE & LEAFY AVE,,39.018607,-77.058973,,,,
732,20732,CAPITOL VIEW AVE & GRANT AVE,,39.020644,-77.060829,,,,
734,20734,CAPITOL VIEW AVE & LEE AVE,,39.022259,-77.062309,,,,
736,20736,CAPITOL VIEW AVE & DRUMM AVE,,39.023301,-77.062443,,,,
738,20738,CAPITOL VIEW AVE & @10225,,39.023304,-77.065163,,,,
740,20740,CAPITOL VIEW AVE & MEREDITH AVE,,39.023129,-77.066086,,,,
